EmployeeID,Name,Department,Location,Grade,MonthlySalary,OvertimeHours,OvertimePay,AbsenceDays,PerformanceRating,AttritionRiskScore,PromotionEligible,Month
EMP00013,Kimberly Mitchell,Sales,Singapore,G2,7674.14,2,132.82,4,3.1,30,FALSE,Apr
EMP00014,Sarah Allen,Customer Success,Remote,G2,6633.89,4,229.64,2,3.7,37,FALSE,Jan
EMP00014,Sarah Allen,Customer Success,Remote,G2,6660.43,15,864.59,1,3.7,37,FALSE,Feb
EMP00014,Sarah Allen,Customer Success,Remote,G2,6693.60,3,173.78,2,3.9,34,FALSE,Mar
EMP00014,Sarah Allen,Customer Success,Remote,G2,6733.40,4,233.08,3,3.4,39,FALSE,Apr
EMP00015,Olivia Hill,Sales,Toronto,G1,3103.66,6,161.15,4,4.2,59,FALSE,Jan
EMP00015,Olivia Hill,Sales,Toronto,G1,3116.07,12,323.60,2,4.3,63,TRUE,Feb
EMP00015,Olivia Hill,Sales,Toronto,G1,3131.59,9,243.91,0,4.3,69,TRUE,Mar
EMP00015,Olivia Hill,Sales,Toronto,G1,3150.21,18,490.72,0,4.4,62,TRUE,Apr
EMP00016,Steven Scott,Engineering,Remote,G3,9506.84,15,1234.08,3,4.0,48,FALSE,Jan
EMP00016,Steven Scott,Engineering,Remote,G3,9544.87,8,660.81,1,3.8,45,FALSE,Feb
EMP00016,Steven Scott,Engineering,Remote,G3,9592.40,39,3237.50,2,4.3,57,TRUE,Mar
EMP00016,Steven Scott,Engineering,Remote,G3,9649.44,18,1503.11,2,4.1,36,FALSE,Apr
EMP00017,Carol Davis,Engineering,Remote,G4,11058.21,14,1339.77,0,4.3,57,TRUE,Jan
EMP00017,Carol Davis,Engineering,Remote,G4,11102.44,38,3651.06,4,4.4,72,TRUE,Feb
EMP00017,Carol Davis,Engineering,Remote,G4,11157.73,48,4634.84,1,4.6,72,TRUE,Mar
EMP00017,Carol Davis,Engineering,Remote,G4,11224.08,38,3691.07,1,4.2,65,FALSE,Apr
EMP00018,Kimberly Allen,Finance,Singapore,G3,9051.92,5,391.68,1,2.8,80,FALSE,Jan
EMP00018,Kimberly Allen,Finance,Singapore,G3,9088.13,4,314.60,2,2.5,85,FALSE,Feb
EMP00018,Kimberly Allen,Finance,Singapore,G3,9133.39,13,1027.53,1,3.0,76,FALSE,Mar
EMP00018,Kimberly Allen,Finance,Singapore,G3,9187.70,12,954.13,1,2.8,75,FALSE,Apr
EMP00019,Betty Martinez,Operations,Singapore,G2,5297.95,24,1100.36,3,2.7,49,FALSE,Jan
EMP00019,Betty Martinez,Operations,Singapore,G2,5319.14,21,966.67,4,2.5,58,FALSE,Feb
EMP00019,Betty Martinez,Operations,Singapore,G2,5345.63,18,832.70,3,2.5,56,FALSE,Mar
EMP00019,Betty Martinez,Operations,Singapore,G2,5377.42,25,1163.41,0,2.9,56,FALSE,Apr
EMP00020,James Hill,Finance,London,G4,12757.52,8,883.23,1,2.6,60,FALSE,Jan
EMP00020,James Hill,Finance,London,G4,12808.55,10,1108.45,4,2.5,68,FALSE,Feb
EMP00020,James Hill,Finance,London,G4,12872.34,15,1670.96,1,2.8,62,FALSE,Mar
EMP00020,James Hill,Finance,London,G4,12948.88,11,1232.66,2,2.4,63,FALSE,Apr
EMP00021,Donald Brown,Finance,New York,G3,7957.98,1,68.87,1,2.0,65,FALSE,Jan
EMP00021,Donald Brown,Finance,New York,G3,7989.81,1,69.14,4,2.2,77,FALSE,Feb
EMP00021,Donald Brown,Finance,New York,G3,8029.60,0,0.00,1,2.4,72,FALSE,Mar
EMP00021,Donald Brown,Finance,New York,G3,8077.35,5,349.51,1,2.3,77,FALSE,Apr
EMP00022,Aisha Chowdhury,Operations,New York,G4,14387.80,8,996.10,3,5.0,14,TRUE,Jan
EMP00022,Aisha Chowdhury,Operations,New York,G4,14445.35,40,5000.41,0,5.0,20,TRUE,Feb
EMP00022,Aisha Chowdhury,Operations,New York,G4,14517.29,12,1507.59,1,4.9,21,TRUE,Mar
EMP00022,Aisha Chowdhury,Operations,New York,G4,14603.62,46,5813.48,6,5.0,21,TRUE,Apr
EMP00023,Nancy Taylor,Engineering,New York,G5,16317.74,9,1270.93,1,4.3,68,TRUE,Jan
EMP00023,Nancy Taylor,Engineering,New York,G5,16383.01,19,2693.80,2,4.2,82,FALSE,Feb
EMP00023,Nancy Taylor,Engineering,New York,G5,16464.60,7,997.39,0,3.9,79,FALSE,Mar
EMP00023,Nancy Taylor,Engineering,New York,G5,16562.51,8,1146.66,1,4.1,79,FALSE,Apr
EMP00024,Betty Rivera,Customer Success,Singapore,G4,12292.55,3,319.14,0,4.1,28,FALSE,Jan
EMP00024,Betty Rivera,Customer Success,Singapore,G4,12341.72,13,1388.47,0,4.0,22,FALSE,Feb
EMP00024,Betty Rivera,Customer Success,Singapore,G4,12403.18,5,536.69,0,3.8,14,FALSE,Mar
EMP00024,Betty Rivera,Customer Success,Singapore,G4,12476.94,2,215.95,2,3.9,13,FALSE,Apr
EMP00025,Ashley Anderson,Finance,London,G3,9749.40,9,759.34,1,2.5,39,FALSE,Jan
EMP00025,Ashley Anderson,Finance,London,G3,9788.40,12,1016.51,3,2.5,38,FALSE,Feb
EMP00025,Ashley Anderson,Finance,London,G3,9837.14,17,1447.22,0,2.5,50,FALSE,Mar
EMP00025,Ashley Anderson,Finance,London,G3,9895.64,1,85.64,0,2.5,43,FALSE,Apr
EMP00026,Mark Smith,Engineering,New York,G3,9482.59,33,2708.06,3,4.5,31,TRUE,Jan
EMP00026,Mark Smith,Engineering,New York,G3,9520.52,28,2306.94,2,4.6,25,TRUE,Feb
EMP00026,Mark Smith,Engineering,New York,G3,9567.93,41,3394.84,4,4.5,37,TRUE,Mar
EMP00026,Mark Smith,Engineering,New York,G3,9624.83,32,2665.39,1,4.3,28,TRUE,Apr
EMP00027,Omar Thomas,Engineering,London,G4,10835.50,8,750.16,3,3.6,23,FALSE,Jan
EMP00027,Omar Thomas,Engineering,London,G4,10878.84,33,3106.81,2,3.7,37,FALSE,Feb
EMP00027,Omar Thomas,Engineering,London,G4,10933.02,10,946.14,0,3.7,35,FALSE,Mar
EMP00027,Omar Thomas,Engineering,London,G4,10998.03,10,951.77,0,3.5,35,FALSE,Apr
EMP00028,Yuki Thomas,Finance,Remote,G4,11456.95,10,991.49,5,3.7,17,FALSE,Jan
EMP00028,Yuki Thomas,Finance,Remote,G4,11502.78,3,298.64,3,3.6,15,FALSE,Feb
EMP00028,Yuki Thomas,Finance,Remote,G4,11560.06,17,1700.70,2,3.5,20,FALSE,Mar
EMP00028,Yuki Thomas,Finance,Remote,G4,11628.80,6,603.81,0,3.7,16,FALSE,Apr
EMP00029,Mateo Kowalski,Sales,Singapore,G4,11361.64,12,1179.89,0,3.9,41,FALSE,Jan
EMP00029,Mateo Kowalski,Sales,Singapore,G4,11407.09,10,987.17,1,4.1,32,FALSE,Feb
EMP00029,Mateo Kowalski,Sales,Singapore,G4,11463.89,19,1884.96,2,4.0,42,FALSE,Mar
EMP00029,Mateo Kowalski,Sales,Singapore,G4,11532.06,2,199.60,4,4.0,31,FALSE,Apr
EMP00030,Linda Sanchez,HR,London,G1,4437.60,6,230.42,1,3.8,50,FALSE,Jan
EMP00030,Linda Sanchez,HR,London,G1,4455.35,3,115.67,1,3.8,46,FALSE,Feb
EMP00030,Linda Sanchez,HR,London,G1,4477.54,4,154.99,1,3.8,50,FALSE,Mar
EMP00030,Linda Sanchez,HR,London,G1,4504.16,7,272.85,3,3.9,59,FALSE,Apr
EMP00031,Olivia Lopez,HR,Singapore,G2,7412.68,2,128.30,4,3.4,40,FALSE,Jan
EMP00031,Olivia Lopez,HR,Singapore,G2,7442.33,1,64.41,5,3.2,40,FALSE,Feb
EMP00031,Olivia Lopez,HR,Singapore,G2,7479.39,0,0.00,1,3.3,41,FALSE,Mar
EMP00031,Olivia Lopez,HR,Singapore,G2,7523.87,6,390.67,3,3.4,40,FALSE,Apr
EMP00032,Richard Brown,Finance,Remote,G3,10398.36,9,809.89,0,3.7,21,FALSE,Jan
EMP00032,Richard Brown,Finance,Remote,G3,10439.95,7,632.43,0,3.8,6,FALSE,Feb
EMP00032,Richard Brown,Finance,Remote,G3,10491.95,12,1089.57,1,4.1,19,FALSE,Mar
EMP00032,Richard Brown,Finance,Remote,G3,10554.34,1,91.34,3,4.1,6,FALSE,Apr
EMP00033,Nancy Clark,HR,Remote,G5,17409.70,1,150.66,0,5.0,57,TRUE,Jan
EMP00033,Nancy Clark,HR,Remote,G5,17479.34,3,453.80,2,5.0,70,TRUE,Feb
EMP00033,Nancy Clark,HR,Remote,G5,17566.39,0,0.00,5,5.0,67,TRUE,Mar
EMP00033,Nancy Clark,HR,Remote,G5,17670.85,6,917.54,3,5.0,70,TRUE,Apr
EMP00034,Nancy Harris,Sales,Toronto,G3,10366.88,6,538.29,4,3.2,76,FALSE,Jan
EMP00034,Nancy Harris,Sales,Toronto,G3,10408.35,16,1441.18,0,3.3,75,FALSE,Feb
EMP00034,Nancy Harris,Sales,Toronto,G3,10460.18,20,1810.45,2,3.1,73,FALSE,Mar
EMP00034,Nancy Harris,Sales,Toronto,G3,10522.38,17,1548.03,0,3.1,78,FALSE,Apr
EMP00035,Aisha Martinez,Engineering,Remote,G5,15354.73,18,2391.84,4,3.3,39,FALSE,Jan
EMP00035,Aisha Martinez,Engineering,Remote,G5,15416.15,33,4402.58,1,3.9,42,FALSE,Feb
EMP00035,Aisha Martinez,Engineering,Remote,G5,15492.92,46,6167.49,1,3.9,47,FALSE,Mar
EMP00035,Aisha Martinez,Engineering,Remote,G5,15585.05,44,5934.42,0,3.5,42,FALSE,Apr
EMP00036,Linda Mitchell,Operations,London,G2,7712.39,19,1268.12,2,2.9,53,FALSE,Jan
EMP00036,Linda Mitchell,Operations,London,G2,7743.24,43,2881.43,4,2.8,67,FALSE,Feb
EMP00036,Linda Mitchell,Operations,London,G2,7781.80,41,2761.10,1,2.9,58,FALSE,Mar
EMP00036,Linda Mitchell,Operations,London,G2,7828.08,42,2845.26,1,3.1,67,FALSE,Apr
EMP00037,Omar Garcia,Finance,Singapore,G1,4285.19,11,407.92,1,2.1,30,FALSE,Jan
EMP00037,Omar Garcia,Finance,Singapore,G1,4302.33,7,260.63,4,2.3,32,FALSE,Feb
EMP00037,Omar Garcia,Finance,Singapore,G1,4323.76,14,523.85,2,2.4,32,FALSE,Mar
EMP00037,Omar Garcia,Finance,Singapore,G1,4349.47,7,263.48,2,1.9,22,FALSE,Apr
EMP00038,Hiroshi Davis,Operations,New York,G1,3149.51,35,953.96,2,3.7,72,FALSE,Jan
EMP00038,Hiroshi Davis,Operations,New York,G1,3162.11,12,328.38,2,3.4,62,FALSE,Feb
EMP00038,Hiroshi Davis,Operations,New York,G1,3177.86,13,357.52,3,3.6,70,FALSE,Mar
EMP00038,Hiroshi Davis,Operations,New York,G1,3196.75,30,829.94,3,3.5,82,FALSE,Apr
EMP00039,Nia Lee,Customer Success,New York,G2,6664.65,13,749.79,0,3.0,56,FALSE,Jan
EMP00039,Nia Lee,Customer Success,New York,G2,6691.31,9,521.16,1,3.2,56,FALSE,Feb
EMP00039,Nia Lee,Customer Success,New York,G2,6724.63,15,872.93,1,3.0,55,FALSE,Mar
EMP00039,Nia Lee,Customer Success,New York,G2,6764.62,5,292.71,2,3.1,51,FALSE,Apr
EMP00040,Fatima Rodriguez,Finance,Remote,G2,7005.34,5,303.12,4,3.0,30,FALSE,Jan
EMP00040,Fatima Rodriguez,Finance,Remote,G2,7033.36,8,486.93,0,2.8,34,FALSE,Feb
EMP00040,Fatima Rodriguez,Finance,Remote,G2,7068.39,7,428.19,0,2.8,23,FALSE,Mar
EMP00040,Fatima Rodriguez,Finance,Remote,G2,7110.42,5,307.67,0,2.9,30,FALSE,Apr
EMP00041,Richard Jones,HR,New York,G3,9063.12,2,156.86,0,4.7,1,TRUE,Jan
EMP00041,Richard Jones,HR,New York,G3,9099.37,6,472.48,4,4.9,4,TRUE,Feb
EMP00041,Richard Jones,HR,New York,G3,9144.69,6,474.83,0,4.9,1,TRUE,Mar
EMP00041,Richard Jones,HR,New York,G3,9199.07,4,318.44,4,5.0,7,TRUE,Apr
EMP00042,David Thomas,Customer Success,London,G2,5742.56,0,0.00,2,2.9,71,FALSE,Jan
EMP00042,David Thomas,Customer Success,London,G2,5765.53,15,748.42,1,2.7,71,FALSE,Feb
EMP00042,David Thomas,Customer Success,London,G2,5794.24,19,952.73,2,3.2,81,FALSE,Mar
EMP00042,David Thomas,Customer Success,London,G2,5828.70,15,756.62,1,2.9,71,FALSE,Apr
EMP00043,Mary Nelson,Finance,New York,G2,6226.92,7,377.21,2,3.1,77,FALSE,Jan
EMP00043,Mary Nelson,Finance,New York,G2,6251.83,4,216.41,2,2.9,73,FALSE,Feb
EMP00043,Mary Nelson,Finance,New York,G2,6282.96,9,489.36,0,3.0,73,FALSE,Mar
EMP00043,Mary Nelson,Finance,New York,G2,6320.32,5,273.48,0,2.8,77,FALSE,Apr
EMP00044,Sarah Taylor,Customer Success,London,G2,6857.49,7,415.41,2,3.1,73,FALSE,Jan
EMP00044,Sarah Taylor,Customer Success,London,G2,6884.92,5,297.91,1,3.3,68,FALSE,Feb
EMP00044,Sarah Taylor,Customer Success,London,G2,6919.21,0,0.00,0,3.2,68,FALSE,Mar
EMP00044,Sarah Taylor,Customer Success,London,G2,6960.35,5,301.17,3,3.0,72,FALSE,Apr
EMP00045,Carol Wilson,Engineering,Toronto,G5,17072.70,6,886.48,4,3.8,21,FALSE,Jan
EMP00045,Carol Wilson,Engineering,Toronto,G5,17140.99,8,1186.71,0,3.9,21,FALSE,Feb
EMP00045,Carol Wilson,Engineering,Toronto,G5,17226.35,30,4472.31,2,3.6,26,FALSE,Mar
EMP00045,Carol Wilson,Engineering,Toronto,G5,17328.79,33,4948.80,3,3.4,24,FALSE,Apr
EMP00046,Michael Garcia,HR,Toronto,G3,8444.75,7,511.57,2,3.8,47,FALSE,Jan
EMP00046,Michael Garcia,HR,Toronto,G3,8478.53,5,366.87,3,3.8,34,FALSE,Feb
EMP00046,Michael Garcia,HR,Toronto,G3,8520.75,0,0.00,0,3.9,33,FALSE,Mar
EMP00046,Michael Garcia,HR,Toronto,G3,8571.42,0,0.00,3,3.7,43,FALSE,Apr
EMP00047,Kimberly Hernandez,HR,New York,G2,5774.70,6,299.85,1,4.4,44,TRUE,Jan
EMP00047,Kimberly Hernandez,HR,New York,G2,5797.80,2,100.35,1,4.6,58,TRUE,Feb
EMP00047,Kimberly Hernandez,HR,New York,G2,5826.67,1,50.42,2,4.4,55,TRUE,Mar
EMP00047,Kimberly Hernandez,HR,New York,G2,5861.32,2,101.45,3,4.7,55,TRUE,Apr
EMP00048,Joseph Jones,HR,Remote,G2,6975.87,3,181.11,3,3.5,50,FALSE,Jan
EMP00048,Joseph Jones,HR,Remote,G2,7003.77,4,242.44,0,3.4,52,FALSE,Feb
EMP00048,Joseph Jones,HR,Remote,G2,7038.65,6,365.48,2,3.4,51,FALSE,Mar
EMP00048,Joseph Jones,HR,Remote,G2,7080.51,2,122.55,0,3.6,46,FALSE,Apr
EMP00049,Thomas Williams,HR,Remote,G4,12782.36,1,110.62,3,3.7,17,FALSE,Jan
EMP00049,Thomas Williams,HR,Remote,G4,12833.49,3,333.18,0,4.1,9,FALSE,Feb
EMP00049,Thomas Williams,HR,Remote,G4,12897.40,4,446.46,0,3.9,10,FALSE,Mar
EMP00049,Thomas Williams,HR,Remote,G4,12974.10,3,336.83,3,4.0,21,FALSE,Apr
EMP00050,Jennifer Thompson,Finance,New York,G3,10585.88,1,91.61,2,2.6,75,FALSE,Jan
EMP00050,Jennifer Thompson,Finance,New York,G3,10628.22,1,91.98,0,2.8,79,FALSE,Feb
EMP00050,Jennifer Thompson,Finance,New York,G3,10681.15,9,831.91,3,2.8,85,FALSE,Mar
EMP00050,Jennifer Thompson,Finance,New York,G3,10744.67,6,557.91,5,2.6,76,FALSE,Apr
EMP00051,Karen Thomas,Operations,Remote,G3,9734.19,13,1095.12,0,2.9,70,FALSE,Jan
EMP00051,Karen Thomas,Operations,Remote,G3,9773.13,34,2875.61,2,3.4,70,FALSE,Feb
EMP00051,Karen Thomas,Operations,Remote,G3,9821.80,25,2124.95,2,3.0,83,FALSE,Mar
EMP00051,Karen Thomas,Operations,Remote,G3,9880.20,49,4189.67,2,2.9,80,FALSE,Apr
EMP00052,Patricia Lopez,Operations,New York,G5,17318.78,39,5845.20,2,4.1,71,FALSE,Jan
EMP00052,Patricia Lopez,Operations,New York,G5,17388.06,28,4213.34,3,4.1,72,FALSE,Feb
EMP00052,Patricia Lopez,Operations,New York,G5,17474.65,15,2268.39,3,4.1,76,FALSE,Mar
EMP00052,Patricia Lopez,Operations,New York,G5,17578.56,47,7149.88,2,4.4,75,TRUE,Apr
EMP00053,Ashley Moore,HR,New York,G4,13729.55,3,356.45,3,2.5,62,FALSE,Jan
EMP00053,Ashley Moore,HR,New York,G4,13784.47,2,238.58,1,2.6,69,FALSE,Feb
EMP00053,Ashley Moore,HR,New York,G4,13853.12,8,959.08,5,2.7,57,FALSE,Mar
EMP00053,Ashley Moore,HR,New York,G4,13935.49,7,844.19,2,2.7,58,FALSE,Apr
EMP00054,Yuki Anderson,Operations,Remote,G3,7945.91,14,962.70,1,3.8,66,FALSE,Jan
EMP00054,Yuki Anderson,Operations,Remote,G3,7977.69,33,2278.29,3,4.0,74,FALSE,Feb
EMP00054,Yuki Anderson,Operations,Remote,G3,8017.42,48,3330.38,0,3.9,84,FALSE,Mar
EMP00054,Yuki Anderson,Operations,Remote,G3,8065.10,15,1046.93,0,4.2,63,FALSE,Apr
EMP00055,Patricia Nelson,Operations,Singapore,G4,12441.21,7,753.66,0,3.1,29,FALSE,Jan
EMP00055,Patricia Nelson,Operations,Singapore,G4,12490.97,42,4540.07,4,3.0,42,FALSE,Feb
EMP00055,Patricia Nelson,Operations,Singapore,G4,12553.18,31,3367.70,3,3.1,31,FALSE,Mar
EMP00055,Patricia Nelson,Operations,Singapore,G4,12627.83,15,1639.22,0,3.1,19,FALSE,Apr
EMP00056,Emily Thompson,Operations,Toronto,G2,5780.09,12,600.25,1,4.5,15,TRUE,Jan
EMP00056,Emily Thompson,Operations,Toronto,G2,5803.21,44,2209.73,2,4.8,18,TRUE,Feb
EMP00056,Emily Thompson,Operations,Toronto,G2,5832.11,35,1766.49,0,4.3,20,TRUE,Mar
EMP00056,Emily Thompson,Operations,Toronto,G2,5866.79,31,1573.91,1,4.9,25,TRUE,Apr
EMP00057,Kimberly Lopez,HR,Toronto,G3,9774.46,5,422.94,0,3.9,3,FALSE,Jan
EMP00057,Kimberly Lopez,HR,Toronto,G3,9813.56,6,509.56,0,3.8,10,FALSE,Feb
EMP00057,Kimberly Lopez,HR,Toronto,G3,9862.43,0,0.00,0,3.5,8,FALSE,Mar
EMP00057,Kimberly Lopez,HR,Toronto,G3,9921.08,2,171.71,4,3.5,8,FALSE,Apr
EMP00058,Noah Thompson,Customer Success,Remote,G5,15355.68,9,1195.99,3,2.9,21,FALSE,Jan
EMP00058,Noah Thompson,Customer Success,Remote,G5,15417.10,6,800.52,1,3.0,10,FALSE,Feb
EMP00058,Noah Thompson,Customer Success,Remote,G5,15493.88,11,1474.93,2,2.9,21,FALSE,Mar
EMP00058,Noah Thompson,Customer Success,Remote,G5,15586.02,15,2023.22,0,2.8,26,FALSE,Apr
EMP00059,Matthew Taylor,HR,Singapore,G3,8996.46,3,233.57,2,3.4,64,FALSE,Jan
EMP00059,Matthew Taylor,HR,Singapore,G3,9032.45,5,390.83,1,3.7,63,FALSE,Feb
EMP00059,Matthew Taylor,HR,Singapore,G3,9077.43,4,314.22,1,4.0,61,FALSE,Mar
EMP00059,Matthew Taylor,HR,Singapore,G3,9131.41,7,553.16,2,3.8,76,FALSE,Apr
EMP00060,Betty White,Engineering,London,G4,10606.77,31,2845.52,1,3.1,73,FALSE,Jan
EMP00060,Betty White,Engineering,London,G4,10649.20,37,3409.86,5,3.5,81,FALSE,Feb
EMP00060,Betty White,Engineering,London,G4,10702.23,8,740.94,0,3.5,67,FALSE,Mar
EMP00060,Betty White,Engineering,London,G4,10765.87,31,2888.21,1,3.4,77,FALSE,Apr
EMP00061,Joshua Allen,Sales,London,G1,4461.32,8,308.87,2,3.4,60,FALSE,Jan
EMP00061,Joshua Allen,Sales,London,G1,4479.17,8,310.10,1,3.3,61,FALSE,Feb
EMP00061,Joshua Allen,Sales,London,G1,4501.47,14,545.38,5,3.4,73,FALSE,Mar
EMP00061,Joshua Allen,Sales,London,G1,4528.24,19,744.56,2,3.3,69,FALSE,Apr
EMP00062,Thomas Gonzalez,Finance,New York,G4,11904.73,3,309.07,0,4.0,50,FALSE,Jan
EMP00062,Thomas Gonzalez,Finance,New York,G4,11952.35,7,724.05,0,4.0,48,FALSE,Feb
EMP00062,Thomas Gonzalez,Finance,New York,G4,12011.87,10,1039.51,0,4.2,53,FALSE,Mar
EMP00062,Thomas Gonzalez,Finance,New York,G4,12083.30,13,1359.40,2,3.7,65,FALSE,Apr
EMP00063,Hiroshi Scott,Sales,Toronto,G3,8813.26,8,610.16,1,3.8,54,FALSE,Jan
EMP00063,Hiroshi Scott,Sales,Toronto,G3,8848.51,15,1148.63,3,3.6,50,FALSE,Feb
EMP00063,Hiroshi Scott,Sales,Toronto,G3,8892.58,4,307.83,3,3.3,47,FALSE,Mar
EMP00063,Hiroshi Scott,Sales,Toronto,G3,8945.46,17,1316.04,0,3.6,49,FALSE,Apr
EMP00064,Dorothy Robinson,Engineering,New York,G3,8272.58,27,1932.96,2,3.1,63,FALSE,Jan
EMP00064,Dorothy Robinson,Engineering,New York,G3,8305.67,7,503.14,2,3.1,71,FALSE,Feb
EMP00064,Dorothy Robinson,Engineering,New York,G3,8347.03,38,2744.94,4,3.0,77,FALSE,Mar
EMP00064,Dorothy Robinson,Engineering,New York,G3,8396.67,17,1235.30,2,3.2,62,FALSE,Apr
EMP00065,Nancy Nelson,Sales,Remote,G2,5598.36,10,484.48,1,2.2,75,FALSE,Jan
EMP00065,Nancy Nelson,Sales,Remote,G2,5620.75,4,194.57,1,2.0,64,FALSE,Feb
